customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
SPDR-4851,Male,1,Yes,Yes,27,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Electronic check,56.56,1487.23,Yes
FYNT-0149,Male,1,No,No,68,No,No,No,Yes,No,Yes,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),114.07,7591.08,No
WXSY-1335,Male,0,Yes,No,50,Yes,No phone service,Fiber optic,No,No,No,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,101.67,5113.63,No
ZFCI-4152,Male,0,No,No,67,Yes,No,Fiber optic,No internet service,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),64.37,4156.14,No
HMSE-3317,Female,0,Yes,No,10,Yes,No,No,Yes,No internet service,Yes,No internet service,Yes,No,Month-to-month,No,Credit card (automatic),76.94,742.96,No
STVI-3248,Male,0,No,No,34,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,No,Yes,Month-to-month,Yes,Mailed check,44.99,1482.93,No
QEDU-6660,Male,0,No,No,10,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Mailed check,68.5,715.23,Yes
YOGO-3315,Male,0,No,No,70,Yes,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,102.67,7026.7,No
MLJS-0454,Male,0,Yes,No,16,Yes,Yes,DSL,No internet service,No,No,No,No,No,Month-to-month,Yes,Mailed check,63.25,931.45,No
UZMN-7907,Female,0,No,Yes,54,Yes,Yes,No,Yes,No,No internet service,No,No,No,One year,Yes,Electronic check,98.56,5515.99,No
KGQY-3627,Male,0,Yes,No,25,No,Yes,DSL,Yes,No,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),35.22,958.53,No
TNRR-7705,Female,0,No,No,46,Yes,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,32.09,1348.7,Yes
IYBH-7334,Male,0,No,No,25,Yes,No phone service,No,Yes,No internet service,No,No internet service,Yes,No,Two year,No,Credit card (automatic),19.55,527.54,No
JWAK-8236,Female,0,Yes,No,56,Yes,Yes,No,Yes,No internet service,No,Yes,Yes,No,Two year,No,Electronic check,21.85,1188.19,Yes
EUQR-4109,Male,0,No,No,47,Yes,Yes,No,No,No,Yes,No,No,No internet service,One year,No,Electronic check,41.44,1967.35,No
CKQZ-7776,Male,0,Yes,No,25,Yes,No,Fiber optic,No,No,Yes,No internet service,No internet service,No,Two year,No,Electronic check,111.42,2592.19,No
WBYG-4374,Male,0,No,No,40,Yes,Yes,DSL,No,No,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,116.66,4464.34,No
FTRG-1660,Female,0,Yes,No,27,Yes,Yes,No,No,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,24.86,637.43,No
JJLC-2528,Male,1,Yes,No,18,Yes,Yes,No,Yes,No internet service,No,Yes,Yes,No internet service,One year,No,Electronic check,81.83,1339.96,Yes
UFFH-9286,Female,0,No,No,0,Yes,No,DSL,Yes,Yes,No,No,No,No internet service,Month-to-month,No,Electronic check,61.92, ,No
KPFQ-3410,Female,0,No,No,33,Yes,No,No,Yes,No,No internet service,No,No,No,Month-to-month,Yes,Credit card (automatic),91.1,3082.05,No
RHZV-9187,Female,0,No,No,40,Yes,Yes,DSL,No,No,Yes,Yes,No internet service,No,Two year,No,Electronic check,18.56,784.56,No
DKJN-6252,Male,0,No,No,64,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Credit card (automatic),115.06,6682.97,No
ZSML-8573,Male,0,Yes,No,3,Yes,Yes,No,No,No internet service,No,No,Yes,No,Month-to-month,Yes,Mailed check,73.99,202.22,Yes
THWU-1506,Male,0,Yes,Yes,13,No,No,Fiber optic,No internet service,Yes,No,No,No,No,Month-to-month,No,Mailed check,114.98,1416.91,Yes
YEEL-6493,Male,0,Yes,No,62,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),103.26,5979.49,No
QFNI-3934,Male,0,Yes,No,20,Yes,No,DSL,Yes,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,36.8,700.57,Yes
PPPF-2805,Female,1,Yes,No,63,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),76.94,4701.01,Yes
FXEY-8146,Male,0,No,No,25,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Two year,Yes,Electronic check,45.79,1253.22,Yes
BGIX-9837,Male,0,No,No,68,Yes,Yes,DSL,Yes,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,57.52,3779.85,No
IJLB-9200,Male,0,Yes,Yes,23,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,Yes,No,Month-to-month,No,Mailed check,92.01,2007.07,No
ZVAE-5853,Female,1,No,No,9,Yes,No,DSL,No,No,No internet service,No,No,Yes,Two year,Yes,Electronic check,113.75,929.62,No
AFGU-5970,Male,0,Yes,Yes,31,Yes,Yes,DSL,No internet service,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Mailed check,34.92,1103.41,No
HLKB-1717,Male,0,Yes,No,30,No,No,Fiber optic,Yes,Yes,No,No internet service,Yes,No,One year,No,Electronic check,57.41,1860.45,No
UYYX-8675,Male,0,No,No,14,Yes,No,DSL,No,No internet service,No,No internet service,No,No,Month-to-month,No,Electronic check,52.63,745.02,No
IPBC-1520,Male,1,Yes,No,49,Yes,No,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),83.67,4373.9,No
TULK-3529,Female,0,No,Yes,2,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),63.19,115.9,No
FJNA-5797,Female,0,No,No,34,Yes,Yes,DSL,No internet service,No,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,100.14,3130.63,No
PANM-6993,Male,0,Yes,No,53,Yes,No,No,No internet service,No,No internet service,No,No,No,Month-to-month,No,Mailed check,21.83,1186.72,No
NLVF-4989,Female,1,Yes,No,70,Yes,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),112.74,7254.71,Yes
XLVD-3836,Female,0,Yes,No,25,Yes,No,No,No,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,117.26,2923.79,No
VBUS-8909,Female,0,No,No,34,Yes,No,No,No,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,116.39,3702.44,No
TMTY-0100,Male,1,Yes,No,27,Yes,Yes,No,No,Yes,No,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,48.13,1202.79,No
MQSN-3910,Female,0,Yes,No,15,Yes,Yes,DSL,Yes,No,No internet service,No internet service,Yes,Yes,Two year,Yes,Electronic check,41.29,622.61,Yes
EVRC-9213,Male,0,No,No,47,Yes,No,DSL,Yes,No,No,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.48,1153.81,No
EHFO-8298,Male,0,No,Yes,68,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.43,6416.42,No
KTXZ-6689,Female,0,No,No,21,Yes,No,Fiber optic,No,Yes,Yes,No internet service,No internet service,Yes,Two year,Yes,Credit card (automatic),107.85,2134.35,Yes
ORUS-6244,Female,0,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,No internet service,Yes,Two year,Yes,Electronic check,52.32,630.02,No
RALF-0894,Female,0,No,No,57,No,Yes,No,No internet service,No internet service,No,No,Yes,Yes,One year,Yes,Electronic check,34.85,1791.33,No
ALXA-3634,Male,0,No,No,38,Yes,No,DSL,No internet service,No,No internet service,No,Yes,No internet service,Two year,Yes,Mailed check,95.23,3311.94,No
WTEG-0202,Female,0,Yes,Yes,35,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No,Yes,One year,Yes,Mailed check,54.73,2054.57,No
KRUJ-4987,Male,0,No,No,5,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No,Yes,One year,No,Bank transfer (automatic),87.01,436.64,No
CAUK-2480,Female,0,No,Yes,47,Yes,No phone service,No,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,60.75,2683.02,No
AICJ-4842,Female,1,Yes,Yes,7,Yes,No,DSL,No,No internet service,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),89.28,594.35,No
IGPG-7418,Female,0,No,No,69,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),88.91,6580.01,No
CBZZ-4725,Male,0,Yes,No,54,Yes,No,No,No,No internet service,No,Yes,No,Yes,One year,Yes,Electronic check,102.8,6021.54,Yes
IBOH-9620,Female,1,Yes,Yes,60,Yes,No,No,No internet service,Yes,Yes,No,Yes,No internet service,One year,Yes,Electronic check,86.11,4908.15,No
VBCN-4715,Male,0,Yes,No,9,Yes,No,Fiber optic,No,No,No internet service,Yes,No,Yes,Two year,Yes,Electronic check,101.82,863.82,No
QGTA-8825,Female,0,Yes,No,47,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,41.94,1918.22,No
GOTF-8956,Male,0,No,No,65,No,No,No,No,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),55.36,3876.49,No
FGQF-8253,Female,0,No,No,23,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),104.29,2163.63,No
PWPW-8377,Female,0,No,No,27,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,90.57,2401.13,No
HXFH-5912,Female,0,No,No,33,Yes,Yes,No,No,No,No,Yes,Yes,No internet service,Two year,No,Electronic check,42.46,1351.02,No
FWTQ-3573,Female,0,No,Yes,56,No,Yes,No,Yes,No,Yes,No,No,Yes,Two year,No,Electronic check,46.74,2669.97,No
ZQUW-5263,Female,0,Yes,No,66,Yes,Yes,DSL,No internet service,No internet service,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,57.98,3803.01,No
EKWR-3356,Female,0,No,Yes,25,No,No,Fiber optic,Yes,Yes,No internet service,No internet service,No,No,Two year,No,Electronic check,29.95,698.21,Yes
DJAQ-4028,Male,1,No,No,62,Yes,No phone service,DSL,No internet service,Yes,No internet service,No,No,No,Month-to-month,No,Electronic check,100.84,6611.06,Yes
CCIE-7985,Female,1,No,No,21,Yes,No phone service,No,No internet service,No,No internet service,Yes,No internet service,Yes,Two year,Yes,Credit card (automatic),34.99,754.53,No
GGWD-1169,Female,0,No,Yes,35,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,106.0,3459.15,Yes
PWZW-7245,Male,0,Yes,Yes,36,Yes,No phone service,DSL,Yes,No internet service,Yes,No,No,Yes,Two year,No,Credit card (automatic),54.61,1849.53,No
XXJS-3539,Male,0,Yes,No,2,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),20.12,42.76,Yes
TOEP-9611,Female,0,Yes,No,63,Yes,Yes,Fiber optic,Yes,No,No,No,No internet service,No,Month-to-month,Yes,Mailed check,54.04,3149.53,No
ZITE-2197,Male,0,Yes,No,22,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),59.6,1365.65,No
TLQP-5511,Male,0,Yes,No,70,Yes,No,DSL,No,No,No internet service,No,Yes,Yes,Two year,Yes,Mailed check,23.99,1569.46,No
HWNB-9079,Female,0,Yes,No,57,Yes,No,Fiber optic,No,Yes,No,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),54.16,3133.32,No
RUFZ-0193,Male,0,Yes,No,11,Yes,No phone service,No,No,No,No internet service,No,No internet service,No internet service,One year,No,Electronic check,68.72,751.42,No
RKVP-3258,Female,0,No,No,51,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,113.1,6086.14,No
HRSR-9680,Male,0,No,No,10,Yes,No,DSL,No,Yes,No internet service,No,No internet service,No internet service,Two year,Yes,Electronic check,41.68,407.15,No
CVOD-9908,Male,0,No,No,8,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),47.93,414.91,No
GNWL-0879,Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),21.5,90.89,No
LETA-8713,Female,0,No,No,69,Yes,No,DSL,Yes,Yes,No,No,No,No internet service,Two year,Yes,Bank transfer (automatic),28.11,2047.73,No
DWCP-7693,Female,0,No,Yes,70,Yes,Yes,No,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.89,4943.27,Yes
OYFC-6574,Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),114.11,1925.77,No
FAHA-2157,Female,0,No,No,64,Yes,No,No,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,114.17,6875.42,Yes
XGGX-4212,Female,1,No,Yes,53,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,53.68,3026.17,No
KKCW-0659,Female,1,Yes,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,21.71,178.62,No
BZQI-1388,Male,0,Yes,Yes,70,No,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,46.55,2937.03,No
KQNR-1177,Male,0,Yes,No,59,Yes,No,No,No,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),78.58,4703.71,No
ZHTO-7670,Female,0,No,No,8,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,94.21,685.37,Yes
SZFQ-3860,Male,0,Yes,No,43,Yes,No,DSL,Yes,Yes,No,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),96.12,4025.08,Yes
VVRF-9176,Female,1,No,Yes,10,No,No,DSL,No,Yes,Yes,Yes,No,No internet service,Two year,Yes,Electronic check,112.99,1219.15,No
NVNJ-5889,Female,0,No,No,2,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No,Yes,One year,No,Mailed check,65.0,119.64,No
JBCP-9698,Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),40.51,148.82,Yes
MFKA-6048,Male,0,No,No,31,Yes,No,DSL,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,97.13,3204.66,No
ZPKZ-8052,Female,0,No,No,21,Yes,Yes,Fiber optic,No,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,18.07,361.96,Yes
ILSR-7245,Female,0,No,No,53,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,69.38,3335.71,No
LZOJ-0664,Male,1,Yes,Yes,52,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Credit card (automatic),23.5,1251.06,No
YKBU-1186,Male,0,No,No,61,Yes,Yes,No,No internet service,No internet service,Yes,No,No internet service,No internet service,One year,No,Bank transfer (automatic),41.83,2431.05,Yes
DPNK-7309,Male,0,No,Yes,49,Yes,No,Fiber optic,No,No,No internet service,No,No,Yes,Month-to-month,No,Bank transfer (automatic),117.44,5655.94,No
SJLA-1163,Female,0,No,Yes,25,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,101.56,2379.92,No
JIRI-5976,Female,0,Yes,Yes,66,Yes,Yes,DSL,No internet service,No,No internet service,No internet service,Yes,No internet service,Two year,Yes,Electronic check,116.72,8250.8,No
KMXM-8757,Female,0,No,No,53,No,Yes,DSL,Yes,Yes,No internet service,No,No,No,Two year,Yes,Electronic check,54.7,2958.97,No
HBRK-0916,Female,1,Yes,No,40,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,Yes,Yes,One year,Yes,Mailed check,28.02,1166.14,No
STTT-1504,Female,0,Yes,No,7,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),111.71,770.79,No
BIBV-3511,Male,0,Yes,No,23,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,No,One year,Yes,Electronic check,51.38,1113.3,No
LGPS-2676,Female,0,No,No,12,Yes,No,Fiber optic,No internet service,No internet service,No,No,Yes,No,One year,Yes,Electronic check,39.68,488.8,No
CSWS-1624,Female,0,No,No,59,Yes,Yes,Fiber optic,No,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),62.53,3416.99,Yes
WMBX-1337,Female,0,Yes,No,13,Yes,No,Fiber optic,No,Yes,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),40.38,518.32,Yes
KAIF-3558,Male,0,Yes,No,45,Yes,Yes,DSL,No,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Mailed check,101.33,4434.14,No
NLDH-0542,Female,0,Yes,Yes,4,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No,Yes,Two year,Yes,Electronic check,51.14,197.72,Yes
DHPK-9176,Male,1,Yes,No,12,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,58.3,732.04,Yes
ABWM-2106,Female,0,No,No,23,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,Yes,One year,Yes,Credit card (automatic),55.89,1224.98,No
CVPZ-7565,Female,0,Yes,No,15,Yes,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No,No,Month-to-month,Yes,Electronic check,85.43,1397.83,No
WUYS-5804,Male,0,No,No,28,Yes,No,Fiber optic,Yes,No,Yes,No,No internet service,No,Two year,Yes,Electronic check,47.58,1273.48,No
MTIK-0302,Male,0,Yes,No,18,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,113.84,2051.16,Yes
TQEF-0993,Female,1,Yes,No,59,Yes,Yes,DSL,No,No,Yes,No internet service,No,Yes,One year,No,Electronic check,101.69,6084.66,No
TQRK-9412,Male,0,No,Yes,61,Yes,No,No,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),114.28,6921.52,Yes
IEAE-2025,Male,0,Yes,Yes,47,Yes,No,No,No internet service,No,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),64.57,2803.11,No
JELL-0148,Male,1,Yes,Yes,31,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),48.14,1546.85,No
NLME-4047,Female,0,No,No,45,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),34.09,1408.46,No
YZSD-6605,Female,0,No,No,70,No,Yes,No,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),26.83,1775.36,No
MLYE-7989,Female,0,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),38.06,2383.81,Yes
ZMCQ-1496,Female,0,Yes,Yes,55,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,No,Mailed check,85.26,4953.42,No
PKVD-8324,Male,1,No,No,32,Yes,No,DSL,No internet service,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),26.96,902.78,Yes
DBSG-1017,Female,0,No,No,22,Yes,No,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No,One year,Yes,Mailed check,81.82,1947.75,No
HJRV-6067,Male,0,No,Yes,60,Yes,No phone service,Fiber optic,Yes,No,No,No,No,No internet service,One year,No,Mailed check,109.96,6623.98,Yes
YNXS-7253,Female,0,Yes,No,3,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),36.78,110.34,No
WXJV-9376,Female,0,No,No,64,Yes,Yes,Fiber optic,Yes,No,No,No internet service,Yes,Yes,One year,Yes,Electronic check,91.73,6301.34,No
ZOHJ-6228,Male,0,Yes,No,1,Yes,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,79.79,76.59,Yes
PNGL-0205,Female,0,No,No,57,Yes,No,Fiber optic,Yes,No,Yes,No internet service,No,No,One year,Yes,Bank transfer (automatic),81.71,4508.92,No
BGHM-5493,Female,0,Yes,No,27,Yes,No,DSL,No internet service,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Credit card (automatic),90.42,2591.78,No
YXUM-0776,Female,0,Yes,No,32,Yes,No,No,Yes,No,No internet service,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.77,2827.04,Yes
GXAO-2359,Male,0,No,Yes,22,Yes,No,DSL,No,Yes,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.24,459.37,No
LZYD-5885,Female,0,Yes,No,30,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,44.67,1335.69,No
UCUO-2499,Male,0,No,No,47,Yes,No,Fiber optic,Yes,Yes,Yes,No,No internet service,No,Month-to-month,No,Mailed check,110.38,5516.14,No
OQFW-1298,Male,0,Yes,No,45,Yes,Yes,No,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),20.2,955.06,Yes
HTKX-7501,Female,0,Yes,Yes,44,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Mailed check,62.21,2650.36,No
TDBY-1543,Female,1,Yes,No,31,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No,No,One year,Yes,Credit card (automatic),21.56,633.66,No
FDYZ-6293,Female,0,Yes,No,50,Yes,No,DSL,Yes,No,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,108.77,4903.12,No
QFBT-4725,Female,0,Yes,No,46,Yes,Yes,No,No,Yes,Yes,No,Yes,No internet service,Two year,Yes,Electronic check,109.22,4752.22,No
QYAB-0731,Male,0,Yes,No,60,Yes,No,Fiber optic,No,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.65,5729.33,No
WXIO-4207,Male,0,No,No,49,Yes,Yes,No,Yes,No internet service,No,No,No,No,Two year,Yes,Bank transfer (automatic),112.25,5770.36,No
MNFE-6434,Female,0,No,No,34,Yes,No,DSL,No,No internet service,Yes,No,No,No internet service,Two year,Yes,Mailed check,108.52,3666.6,No
LNWN-5998,Female,1,No,No,14,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),20.07,268.59,No
ZBNG-0737,Female,0,Yes,No,36,Yes,Yes,Fiber optic,No,Yes,No,Yes,No internet service,Yes,One year,Yes,Electronic check,70.72,2395.77,Yes
XTDE-6505,Male,0,Yes,No,55,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,Yes,No,Month-to-month,No,Electronic check,79.45,4367.33,No
SYCI-4978,Female,0,No,Yes,58,Yes,No,DSL,No,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,90.37,4743.17,No
YWZO-0763,Female,0,Yes,No,24,Yes,No phone service,DSL,No internet service,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),83.98,1921.34,No
VJPR-3739,Female,0,No,No,19,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,87.16,1789.99,No
TDPL-9816,Male,0,No,No,47,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No internet service,Yes,Two year,Yes,Credit card (automatic),82.37,3672.23,No
SLDQ-2196,Male,0,No,No,19,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,Yes,No,Month-to-month,No,Electronic check,33.34,579.26,No
FAOL-7804,Female,0,Yes,No,14,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,73.49,939.28,Yes
GRVH-7997,Male,0,No,Yes,61,Yes,No,Fiber optic,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Mailed check,63.04,3838.43,Yes
LPLV-5214,Female,0,Yes,No,13,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),117.31,1659.73,Yes
NYTU-5533,Female,0,No,No,20,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,83.12,1793.54,No
XENK-4836,Male,0,Yes,No,49,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,106.25,5242.76,No
EOYM-7799,Female,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,Yes,No,Two year,Yes,Electronic check,30.19,1941.33,No
SYXS-9043,Male,0,No,No,14,Yes,Yes,DSL,No internet service,Yes,Yes,Yes,No internet service,Yes,Month-to-month,No,Mailed check,48.82,699.17,No
XVJU-8525,Male,1,Yes,Yes,62,Yes,Yes,DSL,No internet service,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),94.71,6369.55,Yes
DEVY-2017,Female,1,Yes,No,42,Yes,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),94.17,4239.79,No
DWRK-9798,Female,0,No,No,26,Yes,No phone service,DSL,Yes,No internet service,No,No,Yes,Yes,One year,No,Mailed check,32.8,934.33,No
GJQR-8962,Female,0,No,No,60,Yes,Yes,No,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),76.1,4305.74,Yes
OPUQ-9233,Female,0,No,Yes,53,No,No,Fiber optic,No,No,No,No,Yes,No internet service,One year,No,Credit card (automatic),43.58,2266.32,Yes
WEIW-1716,Female,0,Yes,Yes,58,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Mailed check,80.0,4419.03,Yes
UJFD-4463,Male,0,No,Yes,38,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No,No internet service,Two year,No,Credit card (automatic),32.23,1313.26,No
UNNT-3748,Male,0,Yes,No,34,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,No internet service,Month-to-month,No,Electronic check,58.02,1909.21,Yes
UPXC-6041,Male,1,No,No,8,Yes,Yes,No,No,Yes,No,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),42.15,340.24,No
HVEC-0999,Male,0,No,No,59,Yes,Yes,DSL,No,No,No,Yes,No,No internet service,Two year,Yes,Credit card (automatic),64.73,4037.8,Yes
KZLH-4860,Male,0,No,No,61,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,53.82,3125.33,No
KMQW-6816,Female,0,No,Yes,67,Yes,No,No,Yes,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),101.8,7281.41,No
RJLZ-1488,Male,0,Yes,No,15,No,No,No,Yes,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,99.32,1460.89,No
JAKN-6992,Female,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,Yes,Electronic check,99.19,1384.34,No
ZJQB-5911,Female,0,Yes,No,31,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),36.37,1148.47,No
TSXH-5368,Male,0,No,No,37,Yes,Yes,DSL,No,No,Yes,No,No,No internet service,One year,Yes,Credit card (automatic),52.72,1800.92,Yes
