gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_group,avg_monthly_spend
Female,0,0,0,25,1,No,DSL,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,0,Mailed check,96.52,2468.26,0,2-4 years,98.73
Male,1,1,0,22,1,Yes,No,No,No internet service,Yes,Yes,Yes,No,Two year,1,Electronic check,101.73,2216.51,1,1-2 years,100.75
Female,0,1,1,8,1,No,No,No internet service,No,No,Yes,No,No,Two year,1,Bank transfer (automatic),106.57,854.28,0,0-1 year,106.78
Female,0,0,0,68,1,No,DSL,No,No,No,No,Yes,Yes,Two year,1,Electronic check,55.05,3999.47,1,4+ years,58.82
Male,1,0,0,54,1,No,Fiber optic,No,No,Yes,Yes,No internet service,No,Month-to-month,1,Bank transfer (automatic),117.31,6916.48,0,4+ years,128.08
Male,0,0,1,7,1,Yes,Fiber optic,No internet service,No,Yes,Yes,No internet service,No,Two year,0,Mailed check,79.97,555.82,1,0-1 year,79.4
Female,0,0,0,55,1,No,DSL,No,Yes,No,Yes,No internet service,Yes,Two year,0,Electronic check,93.46,4956.38,0,4+ years,90.12
Female,1,1,1,54,1,No,Fiber optic,Yes,No,No internet service,No internet service,No internet service,No,Month-to-month,0,Bank transfer (automatic),94.65,4992.89,0,4+ years,92.46
Female,0,1,1,42,0,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,0,Electronic check,70.59,3055.15,0,2-4 years,72.74
Male,0,0,0,55,1,No,Fiber optic,No internet service,No,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),89.14,4974.64,0,4+ years,90.45
Male,0,1,0,35,1,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,1,Electronic check,90.84,3472.09,0,2-4 years,99.2
Female,0,1,1,17,1,Yes,Fiber optic,Yes,No,No,No,No internet service,No,Two year,0,Credit card (automatic),95.33,1481.35,0,1-2 years,87.14
Male,0,1,0,30,1,Yes,Fiber optic,No internet service,Yes,No internet service,No,Yes,No,Month-to-month,1,Electronic check,63.88,1974.37,0,2-4 years,65.81
Male,0,0,1,7,1,No,Fiber optic,No internet service,No,No internet service,No internet service,Yes,No,One year,0,Credit card (automatic),109.33,771.27,0,0-1 year,110.18
Male,0,0,0,18,1,Yes,No,No,Yes,No internet service,No,No internet service,Yes,Month-to-month,1,Electronic check,57.18,1047.73,0,1-2 years,58.21
Male,0,0,1,21,1,No,Fiber optic,Yes,Yes,No internet service,No,No,No internet service,Two year,0,Mailed check,109.83,2329.16,0,1-2 years,110.91
Male,0,1,0,65,1,Yes,No,Yes,No internet service,No internet service,No,No,Yes,Month-to-month,1,Mailed check,57.22,3707.41,0,4+ years,57.04
Male,0,0,1,10,1,Yes,No,No,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,1,Mailed check,61.06,610.2,0,0-1 year,61.02
Female,0,0,0,66,0,Yes,Fiber optic,No internet service,Yes,Yes,No,No,No,Month-to-month,1,Mailed check,93.04,5842.7,0,4+ years,88.53
Female,1,1,0,32,1,No phone service,Fiber optic,No internet service,No,No,No,Yes,No,One year,1,Credit card (automatic),102.43,2952.67,0,2-4 years,92.27
Male,0,0,1,52,1,Yes,Fiber optic,No,Yes,No,Yes,No,No internet service,Two year,1,Mailed check,83.72,4329.75,0,4+ years,83.26
Female,0,1,1,44,1,No,No,No,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,1,Mailed check,74.81,3149.03,0,2-4 years,71.57
Female,0,1,0,66,1,No,Fiber optic,No,Yes,No,No internet service,No,Yes,Two year,1,Electronic check,58.11,4000.49,1,4+ years,60.61
Female,0,0,1,38,0,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,61.66,2162.03,0,2-4 years,56.9
Male,0,0,0,36,1,Yes,DSL,Yes,No,No internet service,No internet service,Yes,No internet service,Month-to-month,1,Mailed check,78.48,2915.95,1,2-4 years,81.0
Male,1,0,0,49,1,Yes,No,No,No,Yes,No,Yes,Yes,Month-to-month,0,Credit card (automatic),46.06,2293.5,0,4+ years,46.81
Female,0,1,0,27,1,No,DSL,Yes,No,No,No,Yes,Yes,One year,1,Electronic check,64.72,1791.64,0,2-4 years,66.36
Female,0,1,0,13,1,No,No,No internet service,No,Yes,No,No internet service,No internet service,One year,0,Credit card (automatic),41.0,482.0,1,1-2 years,37.08
Female,0,0,1,51,1,Yes,No,Yes,No internet service,No internet service,Yes,No,No internet service,Month-to-month,0,Bank transfer (automatic),41.4,2036.98,0,4+ years,39.94
Female,0,0,0,29,1,No,Fiber optic,No,No,No,Yes,No,No internet service,Month-to-month,0,Mailed check,51.82,1595.21,0,2-4 years,55.01
Female,0,0,0,29,0,No,No,No,No internet service,Yes,No,No,No,Two year,1,Bank transfer (automatic),112.13,3102.39,0,2-4 years,106.98
Female,0,1,0,26,1,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),88.19,2403.45,1,2-4 years,92.44
Male,1,1,1,65,1,Yes,No,Yes,No,No,No,No,No,Month-to-month,1,Credit card (automatic),38.66,2760.95,1,4+ years,42.48
Female,0,1,0,38,1,No,Fiber optic,Yes,No,No internet service,Yes,No,No,Two year,1,Electronic check,46.76,1899.83,0,2-4 years,50.0
Male,0,1,1,41,1,No,No,Yes,No,Yes,No internet service,No internet service,No,One year,1,Bank transfer (automatic),103.01,4011.85,0,2-4 years,97.85
Female,1,1,1,27,1,Yes,DSL,No,No,Yes,Yes,Yes,No internet service,Month-to-month,1,Credit card (automatic),110.3,2866.73,0,2-4 years,106.18
Female,0,1,1,62,1,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),95.62,6173.49,0,4+ years,99.57
Female,0,0,0,54,1,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,0,Electronic check,104.01,5864.8,0,4+ years,108.61
Male,0,0,0,17,1,No,Fiber optic,No,Yes,No internet service,No,No internet service,No,Month-to-month,0,Electronic check,107.43,1997.72,0,1-2 years,117.51
Male,0,0,0,33,0,No,DSL,No internet service,No,No,Yes,No internet service,No,Month-to-month,1,Mailed check,39.76,1318.66,1,2-4 years,39.96
Female,0,1,0,56,1,Yes,DSL,Yes,No internet service,Yes,No,No,No,Month-to-month,0,Mailed check,66.39,3844.42,0,4+ years,68.65
Male,0,1,1,44,1,No,DSL,No,No,No internet service,No,Yes,No,Month-to-month,1,Electronic check,84.01,3626.19,0,2-4 years,82.41
Male,0,0,0,37,1,No,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No,Month-to-month,1,Credit card (automatic),112.46,4506.38,0,2-4 years,121.79
Male,0,1,0,22,1,No,Fiber optic,Yes,No,Yes,Yes,No internet service,Yes,Month-to-month,1,Credit card (automatic),76.42,1544.55,0,1-2 years,70.21
Female,0,1,0,30,1,No,Fiber optic,No,No,No,No internet service,Yes,Yes,Month-to-month,0,Credit card (automatic),109.31,3083.92,0,2-4 years,102.8
Female,0,1,1,8,1,Yes,Fiber optic,No,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,1,Mailed check,47.17,398.12,0,0-1 year,49.76
Female,1,0,0,34,1,No,No,Yes,Yes,No internet service,No,Yes,Yes,Two year,1,Mailed check,91.45,3333.19,0,2-4 years,98.04
Male,1,0,0,24,1,Yes,No,No,Yes,No,No internet service,Yes,No,Month-to-month,0,Bank transfer (automatic),54.56,1303.92,0,1-2 years,54.33
Male,0,0,0,38,0,No,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Two year,1,Electronic check,90.83,3729.74,0,2-4 years,98.15
Female,1,1,0,29,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Mailed check,44.46,1353.76,1,2-4 years,46.68
Female,1,0,1,4,1,Yes,Fiber optic,No internet service,Yes,No,No,No internet service,Yes,Two year,1,Electronic check,52.24,191.65,0,0-1 year,47.91
Male,1,1,1,27,1,No,DSL,No internet service,No internet service,No,No,No,No,Month-to-month,0,Bank transfer (automatic),79.66,2248.46,0,2-4 years,83.28
Female,0,0,0,6,1,No phone service,Fiber optic,No internet service,No,No,Yes,No,No,One year,1,Mailed check,86.94,561.66,0,0-1 year,93.61
Female,0,0,0,41,1,No,Fiber optic,No,No,No,No internet service,No,No,Two year,0,Mailed check,36.03,1503.25,0,2-4 years,36.66
Female,0,0,0,41,1,No,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,Yes,Month-to-month,0,Electronic check,35.39,1459.46,0,2-4 years,35.6
Female,0,1,0,56,1,Yes,Fiber optic,No,No internet service,Yes,No,Yes,Yes,Month-to-month,0,Mailed check,109.83,6493.07,0,4+ years,115.95
Male,1,1,0,63,1,Yes,Fiber optic,No,Yes,Yes,No internet service,No,No,One year,1,Electronic check,48.64,2848.47,1,4+ years,45.21
Female,0,1,0,62,1,Yes,DSL,No internet service,No internet service,No,No internet service,Yes,Yes,Month-to-month,0,Bank transfer (automatic),81.11,4998.29,0,4+ years,80.62
Female,0,1,0,17,1,No,No,Yes,Yes,No,No,No,No,One year,1,Credit card (automatic),21.46,357.35,0,1-2 years,21.02
Male,0,1,0,44,1,No phone service,No,No internet service,No,Yes,Yes,No internet service,No,Two year,0,Credit card (automatic),115.11,5203.6,0,2-4 years,118.26
Male,0,1,0,19,1,No,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No,One year,1,Mailed check,108.0,2048.44,0,1-2 years,107.81
Female,0,0,0,1,1,Yes,DSL,No internet service,Yes,No internet service,Yes,No,No,Month-to-month,0,Mailed check,59.35,53.81,1,0-1 year,53.81
Female,1,1,0,63,1,No,Fiber optic,No internet service,No internet service,No,No,Yes,Yes,One year,1,Electronic check,22.47,1320.53,0,4+ years,20.96
Male,0,0,0,29,1,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,1,Electronic check,100.03,3152.6,0,2-4 years,108.71
Female,0,0,0,21,1,No,No,Yes,No,Yes,No,Yes,No internet service,Month-to-month,0,Credit card (automatic),58.3,1259.01,0,1-2 years,59.95
Male,0,0,1,33,1,No,DSL,No,No,No,Yes,Yes,Yes,Two year,1,Bank transfer (automatic),31.93,997.07,0,2-4 years,30.21
Female,0,0,0,34,1,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,1,Credit card (automatic),43.89,1343.53,0,2-4 years,39.52
Female,0,0,0,68,1,Yes,Fiber optic,No,Yes,No,No,No internet service,Yes,Month-to-month,1,Mailed check,49.17,3361.82,0,4+ years,49.44
Female,0,1,0,56,1,Yes,DSL,No,No internet service,No internet service,No,No internet service,No,Two year,1,Mailed check,57.41,3299.02,0,4+ years,58.91
Female,0,1,0,14,1,No,DSL,No internet service,No,No,No,Yes,No internet service,Month-to-month,1,Electronic check,107.77,1382.04,1,1-2 years,98.72
Female,0,0,1,38,1,Yes,Fiber optic,No,No,No,No internet service,No,No,Month-to-month,0,Mailed check,100.59,4051.65,0,2-4 years,106.62
Female,0,1,0,27,1,No phone service,No,No internet service,No,No,No,No internet service,No,One year,1,Electronic check,75.99,1887.88,0,2-4 years,69.92
Male,0,1,0,11,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,0,Mailed check,41.65,466.91,0,0-1 year,42.45
Male,0,1,1,66,0,No phone service,Fiber optic,No,Yes,Yes,No internet service,Yes,No internet service,Two year,1,Credit card (automatic),97.9,7012.73,0,4+ years,106.25
Female,0,0,0,9,0,No,Fiber optic,Yes,No internet service,No,No internet service,Yes,Yes,Month-to-month,1,Credit card (automatic),84.37,736.79,0,0-1 year,81.87
Male,0,1,0,6,1,No,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,98.5,555.78,1,0-1 year,92.63
Male,0,0,0,42,0,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,1,Mailed check,47.26,1811.92,0,2-4 years,43.14
Male,0,0,0,19,1,No,DSL,No,No internet service,No,No,No,No,Month-to-month,1,Credit card (automatic),66.07,1145.46,1,1-2 years,60.29
Female,0,0,0,46,1,Yes,Fiber optic,No internet service,No,No,No,Yes,No internet service,Month-to-month,1,Electronic check,35.71,1705.14,0,2-4 years,37.07
Male,0,1,1,27,1,No,DSL,No,No,No,Yes,No internet service,No internet service,Month-to-month,1,Electronic check,66.53,1857.36,0,2-4 years,68.79
Male,1,0,0,17,1,No,No,No internet service,No internet service,Yes,No,Yes,No,Month-to-month,1,Electronic check,116.64,1910.3,0,1-2 years,112.37
Male,0,1,1,56,1,No,No,No,Yes,No,No,No,No,One year,0,Credit card (automatic),73.77,4509.39,0,4+ years,80.52
Female,0,1,1,50,1,No,Fiber optic,No,No internet service,No,No,Yes,Yes,Month-to-month,0,Mailed check,38.94,2137.5,0,4+ years,42.75
Female,0,0,0,36,1,No,DSL,No,No,No internet service,Yes,No internet service,Yes,One year,0,Electronic check,38.98,1394.01,0,2-4 years,38.72
Male,0,0,1,7,1,No,Fiber optic,No,No,Yes,No internet service,No internet service,No internet service,Month-to-month,0,Electronic check,23.03,162.73,0,0-1 year,23.25
Female,1,0,1,69,1,Yes,No,Yes,No,Yes,No,Yes,No internet service,Month-to-month,1,Mailed check,57.36,3582.06,1,4+ years,51.91
Female,0,0,0,43,1,Yes,No,Yes,Yes,No,No,No,No,Month-to-month,0,Electronic check,45.52,1944.44,0,2-4 years,45.22
Female,0,1,0,64,0,Yes,No,No internet service,No,No,No internet service,No,Yes,Month-to-month,0,Electronic check,49.59,2925.97,0,4+ years,45.72
Female,0,0,0,49,1,Yes,Fiber optic,No,No internet service,No,No,Yes,Yes,One year,1,Mailed check,85.43,3948.98,0,4+ years,80.59
Male,0,1,1,18,1,Yes,No,Yes,Yes,Yes,No,No internet service,No,Month-to-month,1,Bank transfer (automatic),80.33,1463.01,0,1-2 years,81.28
Female,0,0,0,48,0,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,1,Mailed check,112.27,5819.73,0,2-4 years,121.24
Male,0,0,0,66,1,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,1,Credit card (automatic),55.84,3405.99,1,4+ years,51.61
Male,0,1,1,45,1,Yes,Fiber optic,Yes,No internet service,No,No,No internet service,Yes,Month-to-month,1,Electronic check,101.84,5011.83,0,2-4 years,111.37
Female,0,1,1,69,1,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,0,Bank transfer (automatic),107.64,7064.38,0,4+ years,102.38
Female,1,1,1,29,1,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,1,Bank transfer (automatic),48.33,1265.38,1,2-4 years,43.63
Female,0,1,0,36,1,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No,No,Month-to-month,1,Electronic check,49.7,1851.5,0,2-4 years,51.43
Male,0,0,0,69,1,No,Fiber optic,No internet service,No,No,No,No internet service,No,Month-to-month,1,Electronic check,112.16,8458.08,0,4+ years,122.58
Female,1,0,0,46,1,No,DSL,No,Yes,Yes,No,No internet service,Yes,Month-to-month,1,Bank transfer (automatic),57.03,2878.21,0,2-4 years,62.57
Female,0,0,0,29,0,Yes,Fiber optic,No internet service,Yes,No,No,Yes,No,Two year,0,Credit card (automatic),112.11,3023.91,0,2-4 years,104.27
Female,0,1,1,33,1,Yes,No,No,Yes,No,No,No,Yes,Month-to-month,1,Electronic check,47.41,1492.5,1,2-4 years,45.23
Male,0,0,0,60,1,Yes,DSL,No,No,Yes,No,Yes,No internet service,One year,1,Mailed check,105.22,6111.69,0,4+ years,101.86
Female,0,1,0,34,1,No,No,Yes,Yes,Yes,Yes,No,No internet service,One year,0,Electronic check,62.01,1963.21,0,2-4 years,57.74
Male,1,1,1,65,1,No phone service,Fiber optic,No,No,No,No,No internet service,Yes,Two year,1,Credit card (automatic),76.43,4949.91,0,4+ years,76.15
Female,0,0,0,12,1,No,Fiber optic,No,No internet service,Yes,No,Yes,No,Month-to-month,0,Electronic check,66.99,780.32,1,0-1 year,65.03
Female,1,1,0,59,1,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,0,Bank transfer (automatic),101.74,6595.46,1,4+ years,111.79
Female,0,1,0,8,1,No phone service,DSL,Yes,No,No internet service,No,Yes,Yes,One year,0,Mailed check,44.09,343.34,0,0-1 year,42.92
Female,0,1,1,20,1,No,Fiber optic,No internet service,No,No,Yes,No,No,Month-to-month,0,Mailed check,28.97,588.61,1,1-2 years,29.43
Male,0,1,1,40,1,No,DSL,No internet service,Yes,No,No,Yes,Yes,Month-to-month,0,Mailed check,44.73,1822.79,0,2-4 years,45.57
Male,0,1,0,64,1,No,DSL,No,No internet service,Yes,Yes,Yes,No,One year,1,Electronic check,116.17,7446.29,0,4+ years,116.35
Male,0,1,0,48,1,No,No,Yes,Yes,No,Yes,Yes,Yes,One year,1,Bank transfer (automatic),104.76,5327.32,0,2-4 years,110.99
Male,1,0,0,68,1,No phone service,DSL,No internet service,No,Yes,No,No internet service,No,Month-to-month,1,Credit card (automatic),34.33,2337.54,1,4+ years,34.38
Female,0,1,0,11,0,No,Fiber optic,No,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,1,Electronic check,111.71,1252.94,0,0-1 year,113.9
Male,0,0,1,20,1,Yes,Fiber optic,Yes,No internet service,No,Yes,Yes,No,Month-to-month,0,Mailed check,64.97,1188.98,1,1-2 years,59.45
Female,0,1,1,60,1,No,DSL,No internet service,No internet service,No internet service,No,No,Yes,Month-to-month,1,Mailed check,54.03,3138.26,0,4+ years,52.3
Male,0,0,0,38,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,0,Electronic check,67.99,2514.01,0,2-4 years,66.16
Male,0,0,1,71,1,Yes,Fiber optic,No,Yes,No internet service,No,No,No internet service,Month-to-month,1,Credit card (automatic),25.39,1678.99,0,4+ years,23.65
Female,0,0,0,21,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),47.43,1090.23,0,1-2 years,51.92
Female,0,1,1,56,1,No,Fiber optic,Yes,No,No,No internet service,Yes,No internet service,One year,0,Credit card (automatic),117.66,6694.82,0,4+ years,119.55
Female,0,0,0,36,1,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,0,Electronic check,106.12,3465.95,0,2-4 years,96.28
Male,1,0,0,40,1,Yes,Fiber optic,No,No internet service,Yes,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),116.96,4559.44,0,2-4 years,113.99
Male,0,0,1,6,1,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Mailed check,97.15,605.32,0,0-1 year,100.89
Female,1,0,0,32,1,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,No,One year,0,Mailed check,40.3,1323.6,1,2-4 years,41.36
Male,0,0,0,2,1,No phone service,No,Yes,No,No,No,No,No,Month-to-month,1,Credit card (automatic),92.89,173.73,0,0-1 year,86.86
Female,0,1,0,38,1,No phone service,DSL,No,No,No,No internet service,No internet service,No,Two year,1,Mailed check,29.17,1090.48,1,2-4 years,28.7
Female,0,1,0,35,1,No,Fiber optic,No internet service,No,No internet service,Yes,Yes,No,One year,0,Electronic check,80.35,2764.86,1,2-4 years,79.0
Female,0,1,0,39,1,No,Fiber optic,Yes,No,No,No,No internet service,No,Two year,1,Mailed check,108.98,4378.29,0,2-4 years,112.26
Male,0,0,0,22,1,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,0,Credit card (automatic),60.71,1337.61,0,1-2 years,60.8
Female,0,0,1,65,1,No,DSL,No internet service,No,No,No,No internet service,No,Two year,1,Bank transfer (automatic),81.82,5728.94,0,4+ years,88.14
Female,0,1,0,45,1,No phone service,No,No,Yes,No,Yes,No,No,Two year,0,Bank transfer (automatic),98.63,4616.85,0,2-4 years,102.6
Female,1,0,1,5,0,Yes,Fiber optic,No,No,Yes,Yes,No,No internet service,Two year,1,Credit card (automatic),114.55,607.21,1,0-1 year,121.44
Male,0,0,0,70,1,No phone service,Fiber optic,No,Yes,No,No,No,No,One year,1,Bank transfer (automatic),95.69,6926.2,0,4+ years,98.95
Male,0,0,1,55,1,Yes,No,No,Yes,No,No,Yes,No internet service,Month-to-month,0,Bank transfer (automatic),58.02,2966.71,1,4+ years,53.94
Female,0,0,0,20,1,No,Fiber optic,No internet service,No internet service,No,No,No internet service,Yes,Two year,1,Bank transfer (automatic),36.26,689.22,0,1-2 years,34.46
Male,0,0,0,66,1,No,No,No internet service,Yes,No,No internet service,No internet service,Yes,Month-to-month,1,Mailed check,85.44,5317.85,0,4+ years,80.57
Male,0,0,1,25,1,No,Fiber optic,No,No internet service,Yes,Yes,Yes,No,Month-to-month,0,Mailed check,41.4,1011.7,1,2-4 years,40.47
Male,0,1,1,24,1,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,0,Credit card (automatic),114.79,2535.28,0,1-2 years,105.64
Male,0,0,0,63,1,No,Fiber optic,No,No internet service,Yes,No,Yes,No,Month-to-month,1,Electronic check,96.03,5815.75,1,4+ years,92.31
Male,1,0,0,52,1,Yes,DSL,No internet service,No internet service,No,Yes,No,No internet service,Month-to-month,1,Bank transfer (automatic),85.02,4757.28,1,4+ years,91.49
Male,0,1,0,49,1,No,Fiber optic,No internet service,No,No internet service,Yes,No,Yes,One year,1,Bank transfer (automatic),97.59,4937.48,0,4+ years,100.76
Male,0,1,1,28,1,Yes,No,No,Yes,No,Yes,No,No internet service,Two year,1,Mailed check,48.66,1394.33,1,2-4 years,49.8
Female,0,1,1,18,1,No,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No,Month-to-month,0,Mailed check,20.58,358.27,0,1-2 years,19.9
Male,0,1,0,57,1,Yes,Fiber optic,Yes,No internet service,Yes,No,No,No,One year,0,Mailed check,54.96,2862.21,0,4+ years,50.21
Female,0,1,0,13,1,Yes,No,No,Yes,Yes,Yes,No,Yes,Month-to-month,1,Bank transfer (automatic),73.19,943.76,0,1-2 years,72.6
Female,1,1,1,14,1,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,1,Bank transfer (automatic),99.81,1477.24,1,1-2 years,105.52
Male,0,1,0,62,1,Yes,No,No,No internet service,No,No internet service,Yes,No internet service,Month-to-month,0,Electronic check,112.6,6380.35,1,4+ years,102.91
Female,0,0,1,0,1,No,Fiber optic,No,No,No,No,No,No internet service,One year,0,Mailed check,23.47,1955.46,0,0-1 year,23.47
Female,0,1,1,63,1,No,Fiber optic,Yes,No,No,No,No internet service,No,Two year,1,Electronic check,20.0,1299.32,0,4+ years,20.62
Female,0,1,1,10,1,No,Fiber optic,Yes,No,No,No internet service,No,No,Month-to-month,0,Bank transfer (automatic),74.73,768.75,0,0-1 year,76.88
Female,1,1,1,46,1,No,DSL,Yes,No internet service,No,Yes,Yes,No,Two year,0,Bank transfer (automatic),46.64,1967.66,0,2-4 years,42.78
Male,0,1,0,8,1,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,1,Bank transfer (automatic),103.09,797.36,0,0-1 year,99.67
Male,0,0,0,53,1,No phone service,Fiber optic,No internet service,Yes,No,No internet service,Yes,Yes,One year,1,Electronic check,102.67,5013.69,1,4+ years,94.6
Female,0,0,0,26,1,Yes,DSL,Yes,No,No internet service,No,No internet service,No internet service,Month-to-month,1,Mailed check,115.7,2789.6,1,2-4 years,107.29
Female,0,0,0,0,1,No,DSL,No,No,No internet service,No,No internet service,No,Month-to-month,0,Mailed check,40.73,1955.46,0,0-1 year,40.73
Female,0,0,0,9,0,No,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No,Month-to-month,1,Bank transfer (automatic),24.34,238.66,0,0-1 year,26.52
Male,0,1,0,12,1,No,Fiber optic,No internet service,Yes,Yes,Yes,Yes,Yes,One year,0,Bank transfer (automatic),107.49,1331.36,0,0-1 year,110.95
Female,0,0,0,28,1,Yes,Fiber optic,Yes,Yes,No internet service,No,No,Yes,Two year,1,Mailed check,86.16,2546.02,0,2-4 years,90.93
Male,0,1,1,4,1,No,Fiber optic,No internet service,No,Yes,Yes,Yes,No,Month-to-month,1,Credit card (automatic),108.47,422.58,0,0-1 year,105.64
Male,0,0,0,52,1,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,1,Electronic check,94.5,4715.45,0,4+ years,90.68
Female,0,0,0,38,1,Yes,No,No internet service,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,1,Mailed check,74.49,3078.89,0,2-4 years,81.02
Female,0,1,0,51,1,No,Fiber optic,No,Yes,Yes,No internet service,No,No,Month-to-month,0,Credit card (automatic),56.03,3018.91,1,4+ years,59.19
Male,1,1,0,45,0,No,No,No,Yes,Yes,No,No,No,Two year,1,Credit card (automatic),71.66,3073.65,0,2-4 years,68.3
Female,0,0,1,38,1,Yes,Fiber optic,No,Yes,Yes,Yes,No,No internet service,Month-to-month,0,Credit card (automatic),62.13,2335.64,1,2-4 years,61.46
Female,0,0,0,41,1,Yes,Fiber optic,No,Yes,No,No internet service,Yes,Yes,Month-to-month,0,Electronic check,72.59,3075.04,0,2-4 years,75.0
Female,0,0,0,47,1,Yes,DSL,Yes,Yes,No,No,Yes,No internet service,Month-to-month,1,Bank transfer (automatic),105.62,4926.7,0,2-4 years,104.82
Male,0,0,0,30,1,Yes,No,Yes,No internet service,No,Yes,No,No,One year,0,Bank transfer (automatic),51.37,1429.24,0,2-4 years,47.64
Female,0,0,1,70,1,No phone service,No,No,No,No internet service,No internet service,Yes,No,Two year,1,Credit card (automatic),40.51,3100.52,0,4+ years,44.29
Male,0,1,0,24,1,No,Fiber optic,No,No,No internet service,No internet service,No,No,Month-to-month,1,Mailed check,19.75,448.16,0,1-2 years,18.67
Female,1,0,1,3,1,Yes,No,No internet service,Yes,Yes,No,No internet service,Yes,Month-to-month,0,Credit card (automatic),53.88,148.14,0,0-1 year,49.38
Male,1,0,0,27,1,No,DSL,Yes,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,1,Credit card (automatic),25.83,750.74,0,2-4 years,27.81
Male,0,0,0,1,1,No,Fiber optic,No,No internet service,Yes,No,No,Yes,Month-to-month,1,Electronic check,93.81,91.11,0,0-1 year,91.11
Female,0,1,0,25,1,Yes,Fiber optic,No,No internet service,Yes,No,No internet service,Yes,Month-to-month,0,Bank transfer (automatic),23.04,627.24,0,2-4 years,25.09
Male,0,0,0,71,0,No phone service,No,No,No internet service,No internet service,Yes,Yes,No,One year,0,Electronic check,84.68,5668.47,1,4+ years,79.84
Female,0,1,0,42,1,No,DSL,No,No,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),97.83,3793.16,0,2-4 years,90.31
Female,0,1,0,37,0,No,Fiber optic,No internet service,Yes,Yes,Yes,No,Yes,Month-to-month,1,Mailed check,31.4,1264.43,0,2-4 years,34.17
Female,0,1,0,20,1,No,DSL,Yes,Yes,Yes,No internet service,No,Yes,Month-to-month,1,Electronic check,93.98,1753.58,0,1-2 years,87.68
Female,1,0,0,49,1,Yes,DSL,No,No,No,Yes,No internet service,No internet service,Month-to-month,0,Bank transfer (automatic),92.18,4205.8,0,4+ years,85.83
Female,1,1,1,16,1,Yes,DSL,No internet service,No internet service,Yes,No internet service,Yes,No,Month-to-month,0,Electronic check,46.86,745.64,1,1-2 years,46.6
Female,1,0,0,29,1,Yes,No,No,No,Yes,Yes,Yes,Yes,One year,0,Electronic check,50.43,1468.74,1,2-4 years,50.65
Male,0,0,1,42,1,No phone service,No,No internet service,No,No,Yes,No internet service,No internet service,Month-to-month,1,Credit card (automatic),115.88,4965.01,1,2-4 years,118.21
